"GeneSymbol"	"C1_raw"	"C3_raw"	"C4_raw"	"C7_raw"	"C8_raw"	"A9_raw"	"A10_raw"	"A11_raw"	"A12_raw"	"A14_raw"	"A15_raw"	"A16_raw"	"A17_raw"
"SULT1C2"	12	12	16	79	23	33	21	4	28	42	80	21	10
"SULT2B1"	1	8	4	14	6	4	4	12	10	2	12	23	4
"SUOX"	355	265	541	650	416	341.8596543	302	410	412	554	446	662.9277022	380
"SUPT4H1"	687.0457578	445	984.9435253	1160.593599	685.3958297	715	693.6451796	745.8683812	802.8886382	872.1524423	719	1120.973845	424
"SUPT5H"	3147	2661	4862	6168	4328	2793	3351.300518	3484	4087	4282	4298.037138	6478	2390
"SUPT6H"	4228.990385	3174	5831.161407	6275.402431	4756.25384	3425	3737.072031	4807.048748	4931.269173	5425.414232	4811.164688	6866	3224
"SUPV3L1"	771	650	978	1215	934	769	720	795	1109	1053	851	1258	469
"ABCC8"	1614.04526	2330	2545	2666	2255.017198	1182.861215	1444	1320.975	2026	2029	2032	2915	1959.917808
"SURF1"	356	289	662	618	420	352	488	415	541	604	427	399	396
"SURF2"	110	125	250	309	208	186	148	170.0192836	190	233	276	244	113
"SURF4"	1071.045311	795	1576.977325	1914.051884	1429	1060	934	1440.060326	1455	1842.308665	1545.927824	2323	974
"MED22"	315	270	587	647	371	397.0453211	349	402	459	535	538	702	366
"SURF6"	485	357	541	823	528	420	418	455	513	644	635	820	327
"SUV39H1"	132	117	145	219	179	134	126	118	221	248.011499	230	224	106
"SVIL"	535	541	613	690	545	465	612	488	716	887	696	818	477
"VAMP1"	2169	1452	2626	3740.218022	2300.842352	2374.087727	2293.147004	2117.154939	1399.202678	3297.639656	1731	3315.048422	1282
"VAMP2"	4137	3687	5428	7143	5168	4074	4271	4465	5164	6130	5148	6462	2511
"VAMP7"	0	0	22	14	8	6	5	23	17	2	0	29	6
"SYK"	209.8221194	90	259	120	153	127	190	248	250	184	275	307	212
"SYN1"	8048	5544	10628	11664	8382	5501	5946	8039	6999	9076	7694	12005	4459
"SYN2"	8426	4523	9525	14578	9559	6637	5873	7636	7514	7993	6365	12259	4082
"SYP"	6649	4452	10692	20347	12958	8071	7343.051526	6958	7262	8971	8597	14514	4117
"SYPL1"	661	362	538	928	566	782	627	919	987	1087	825	789	525
"SYT1"	28498	19488	35532	57729	36334	28825	27720	27675	28907	34938	29333	48213	16498
"SYT4"	3792	2252	4447	10432	5910	4651	4719	4021	3979	5548	4296	7560	2418
"SYT5"	1083.033522	1061	1310	2877.01575	1671	892.0185141	880.0517489	949.0122911	1130	1353	1471.005213	1973.006777	827
"T"	0	0	5	0	1	0	2	0	0	1	0	1	0
"TAC1"	379	143	242	638.5727078	369.6493227	187	338.8357874	238	217.7908556	342	302.5319875	386.6161533	114.5302352
"TACR2"	38	34	37	63	51	40	60	42	36	51	42	65	28
"TAC3"	116	110	175	222	135	69	102	97	142	193	202	201	54
"TACC1"	8905.271806	5930.387131	10792.48735	15460.55329	10267.93818	8915.643634	7551.984285	9551.627627	10896.15131	11631.98406	9491.840743	14633.92688	6875
"ADAM17"	1019.015066	960.0620234	1556	1712	1282.948816	1276.853235	1123	1315.067321	1771.034179	1737	1575.88411	1844.944478	1059
"TACR1"	26	48	58	92	51	58	67	67	55	73	52	85	28
"TACR3"	37	16	24	28	5	43	23	26	12	19	33	34	10
"TADA2L"	1054	751	1320.733617	1591.278383	1101.439488	934.8378227	916	991.0499119	1093.007128	1511	993	1476.410105	553
"TAF1"	1954	1832	2277	2300	1533	1666	1742	1815	2521	2796	2038	2303	1194
"TAF2"	1536	969	1787	2465.792234	1623	1610.16573	1500	1530.039157	2004.851681	2173.009476	1670.867844	2108.919798	1084
"TAF4"	271	305	545	406	324	297	281	467	418	487	386	576	312
"TAF4B"	453	428	782	900	482	571	575	618	564	683	539	921	335
"TAGLN"	877	394	599	561	655	416	586	484	953	1119	668	915	492
"TAF5"	305	196	529	720	327	411	405	405	413	394	362	586	242
"TAF6"	806.8792686	927	1452.612942	1927.930798	1086	918	984.8450813	1085	912	1390.835109	1179	2134.713139	845
"TAF7"	1214	707	1711	2107	1406	1181	1283	1394	1347	1658	1452	2255	818
"TAF9"	772	468	1008	1750	1148	987	875	857	1021	1183	878	1542	503
"TAF10"	362	338	556	704	420	363	345	439	466	623	482	561	321
"TAF11"	388	317	529	740	538.6873263	521.0200459	428	453	561.974359	576	460	678	257
"TAF12"	264.1101088	220.0101009	492.4911551	453.024015	270	306.0783581	211	377.9719252	370.9617848	437	315	386.9500737	233
"TAF13"	347	212	328	734	355	404	388	489	476	501	294	480	228
"MAP3K7"	1797.049043	1174	2480	2836.06994	1714.055617	1687	1404	2038.954223	1895.231386	2387.278227	1827	2760.230655	1204
"TAL1"	104	71	135	59	90	80	39	174	142	87	126	136	148
"TAL2"	1	0	2	0	2	1	2	3	1	1	0	3	1
"TALDO1"	1605.941475	919	2502.272449	2222.838575	1246	1611	1344	1738	1919	2119	2118	2414	1306
"TAP1"	363	224	454	445	278.0036913	316	269	388	526	604	502	763	412
"TAP2"	661	465	887	1010	581	618	483	681	804	1125	846	1209	478
"TAPBP"	1183	1070	1797.938364	2152.927121	1411.093377	1200	1150.028472	1396.073106	1576	1908	1851	2166.099314	1089
"TARBP1"	4062.786001	4029.787773	3702.167167	6486.206804	5453.83285	4064.851678	4740.565216	2746.910448	6834.689981	7678.212912	7571.082561	5823.769085	2841
"TARBP2"	133	127	206	285	181	177	165	171	219	253	247.033931	286	133
"TARS"	1340	764	2234	2297	1419	1528.145443	1322	1778.127223	1698	2030	1445	2409	937
"TAT"	4	2	3	2	6	2	0	6	2	5	5	5	5
"TBX1"	3	8	18	8	6	9	7	23	22	7	5	12	18
"CNTN2"	10668	5210	14047	11694	7330	10117	6558	13931	15245	14065	12566	9947	8526
"TAZ"	254	266	538	432	348	258	264	376	398	444	415	490	341
"TBCA"	387	194	366.28125	554.9973864	342	378	318.0643513	345	443	588.0738672	399.1522745	478.0734669	232.5193078
"TBCC"	297	190	417	622	436	318	302	323	320	432	447	565	187
"TBCD"	2191	2063	3878	3314.973333	2828.202777	2072.954891	2136.136991	3183.933534	2856.931034	3315	3251	4881.821631	2484
"TBCE"	675	498	889	1069.711021	688.2317417	631.0336495	555	815.0081821	711.0015701	932	739.0094432	1000.66958	501
"SERPINA7"	0	0	1	4	0	0	0	0	0	1	0	0	0
"TBL1X"	507	475	766.0021858	896	540	466	533.0010263	776	889	891.0017229	835	937	607.0191675
"TBP"	309	230	396	548	396	315	331	282	434	517	389	479	241
"TBX2"	16	44	23	47	27	16	4	33	19	38	31	40	22
"TBX5"	0	2	2	0	0	0	2	1	0	2	12	9	0
"TBX6"	14	16	75	35	9	27	10	38	26	23	28	34	41
"TBX15"	18	17	24	24	16	12	29	36	27	22	39	27	20
"TBXA2R"	3	2	11	6	6	4	3	5	14	9	13	7	7
"TBXAS1"	195	75	187	143	155	148	243	254	351	177	252	255	197
"TCEA1"	530	285	406	754	596	575	487	514	832	774	695	798.0011275	450
"TCEA2"	701	786	1181	1738.189715	1186.254531	763.9374978	875	917	1114	1278	1282.903042	1584.09299	614
"TCEA3"	125	150	319	360.8020938	192	120	153	190	305	342	424	317	175
"TCEB1"	277	188	396	649	350	392	349	369	450	525	322	500	164
"TCEB2"	1558.538696	1017.379952	2416.70163	3103.149984	2066.802607	1417.796345	1298.823805	1668.60453	1846.086948	2083.828837	2150.954831	3134.089538	1201.111756
"TCEB3"	716	499	787	1154	729	641	626	817	942	950	926	1106	627
"TCF4"	7118.993704	4487.991995	8351.01449	12407.77994	7458.123158	6676.251836	6221	7354	7593.988507	8124.999395	7235.435207	11001.99128	5158.97691
"TBX3"	57	110	123	79	94	57	57	121	70	95	68	208	97
"HNF1A"	78	63	110	123	45	72	51	79	73	79	71	133	45
"HNF1B"	1	6	3	3	2	1	6	2	3	3	3	2	0
"TCF3"	168	208	437	410	231	226	192	360	400	446	411	386	360
"TCF7"	97	106	142	118	147	81	80	128	155	163	101	139	101
"TCF7L2"	208	311	372	306	266	207	275	323	334	310	361	392	306
"ZEB1"	2341.852102	1816.058465	2813.954992	4180.969287	2522.079284	2432.98585	2025.664922	2414.113029	2738.99131	3114.155735	2667.826835	4072.980221	2064
"C2orf3"	1053.000424	850	967	1522.106154	1323	1128.00284	1053	966.0004578	1524.043208	1371	1194.06655	1477.002689	884.0053321
"TCF12"	3470.5523	1846.012729	4201.01007	3518	2129	2617	2332	4013	4027	3770	3691	3982.908478	2641.166618
"TCF15"	6	3	6	4	2	2	8	5	6	1	6	4	3
"ZNF354A"	275	238	369	402	262	222	245	302	402	394	308	379	222
"TCF19"	53	26	96	44	37	78	52	38	50	88	78	71	42
"TCF20"	1682	1363	2630	2935	1924	1635	1564	2087	1905	2083	2023	3213.019854	1594
"TCF21"	0	0	0	2	2	1	1	1	0	1	3	3	1
"VPS72"	342	282	707.0066213	964	505	522.1039315	394.0372256	498	440	583.0154724	531	926.1090503	361
"MLX"	304	248	402	474	307	281	322	354	399	441	388	543	228
"TCN1"	11	12	9	6	10	20	4	13	7	18	7	17	7
"TCN2"	183	184	298	348	228	159	193	224	355	396	470	307	211
"TCOF1"	976.009573	945.013427	2035	1897.002505	1112.007863	984	758	1552.736842	1391.000788	1375.001578	1438.004215	2089.953488	1044
"TCP1"	2420.100793	1436.201458	4086.354208	5884.841731	3127.630645	3096.130348	2898.349934	3429.263907	2998.274533	3333.422918	2669.499562	4681.995175	1618
"TCP11"	8	18	17	14	25	25	19	10	16	24	20	17	12
"TECTB"	0	7	0	2	2	0	0	5	0	3	0	1	5
"TCTA"	348	330	406	757	527	325	341	443	553	615	644	674	325
"DYNLT3"	1487	793	1544	2713	1839	2024	1676	1241	1281	1766	1524	2663	729
"TCTE3"	4	6	0	7	8	11	4	0	5	3	1	7	1
"PPP1R11"	790	514	1068	1399	956	785	767	787	793	935	848	1312	479
"DYNLT1"	190	136	206	283	154	169	186	233	284	290	189	340	137
"TDG"	302	193	284	429	358	244.1666667	216.0021052	260	361.000267	328	290	380	196
"TDGF1"	3	0	2	2	3	5	3	8	4	4	11	11	5
"TDGF3"	1	0	2	1	2	0	1	2	6	1	6	9	1
"TDO2"	64	45	88	127	107	112	33	78	52	137	36	100	27
"PRDX2"	2674	1675	4037	5339	3581	2428	2189	2873	2800	3788	3306	4903	1948
"TEAD1"	1531	1148	1955	2319	1506.000985	1515	1430	1814.026954	2224	2164.604396	2202	2455	1754
"TEAD4"	26	37	39	31	27	18	34	53	59	49	65	80	42
"TEAD3"	38	44	43	37	50	30	29	61	86	85	59	83	43
"TEC"	93	103	100	142	92	128	101	92.00255345	74	100	133	122	55
"TECTA"	243	177	233	382	359	236	189	167	342	274	286	339	140
"TEF"	1957	1639	3091	2879	2312	1743	1423	2674	2130	2724	2206	4049	1532
"TEGT"	9596	5896	10691.96851	13081.98618	9180.175946	8310.650605	7726	9282.295518	11319.47417	12500.38901	11477.21033	13558.94605	6817
"TEK"	635	549	779	1068	689	408	526	578	1008	880	829	854	524
"TEP1"	598	559	948.0016632	740	579	534	372	1053	991	989.0014113	879.1732785	1160	773
"TERC"	225	189	346	429	273	182	257	250	304	372	355	472	251
"TERF1"	406	247	376	606	429	375	464	474	587	546	418	579	271
"TERF2"	1243.059168	760.9405416	1475	1572.158055	1184.945627	971.0465934	1072.103558	1169.989418	1103.946314	1370	1139.961227	1694.141197	662
"TERT"	2	4	5	7	0	2	7	0	2	6	13	2	0
"TESK1"	513	484	763	923	693.0554714	423	398.0449531	579	684	797	604	889	492
"TF"	17257.36771	6009.985346	28673.27937	26207.73225	9990.962588	28761.50042	13052.89073	23846.43526	24990.74372	28173.68335	21775.20445	14409.40858	15060
"TFAM"	478	342	512	920.8661109	597	562	468	536.0782828	642	716	589	890	356
"TFAP2A"	1	2	5	6	5	1	4	7	6	7	6	2	2
"TFAP2B"	0	0	0	3	0	0	0	0	0	0	2	0	0
"TFAP2C"	5	16	20	20	11	6	13	24	13	14	25	15	27
"TFAP4"	121	143	168	178	125	105	92	124	154	183	183	234	124
"TFCP2"	994.8241039	889.0632304	1143	1589.757342	949.9876049	949.8546238	856.8103754	859.9086827	1173.943202	1443.97357	1211.838059	1599.672545	718
"NR2F1"	722	807	1293	1504	1012	621	594	992	980	1043	1216	1577	934
"NR2F2"	112	64	131	195	136	97	132	173	130	178	204	208	98
"TFDP1"	396	338.7720025	444	774.1150607	496.285464	313	348	527.940478	504.9442594	466.842995	495.8181683	687.9363636	392
"TFDP2"	547	405	864	864	619	498	428	687	732	660	769	946	447
"TFE3"	622	667	1105	1248	821	394	658	872	834	1079	1095	1413	725
"TFF3"	0	0	0	0	2	1	0	0	0	2	0	1	1
"TFPI"	101	39	90	114	81	90	104	48	70	95	120.7717756	179	53
"TFR2"	128	159	242	276	168	150	139.1434723	187.0955975	189	217	174	238	124
"TFRC"	3032.994382	2278.129277	4879.372977	4650.159582	3997.029496	4306.994334	3120.993443	3015	3759	5117	2621.04957	4085	2028
"TG"	53	70	79	30	51	19	34	52	48	20	51	37	45
"TGFA"	396	155	368	476	330	421	308	328	598	517	596	381	279
"TGFB1"	140	99	194	95	106	67	98	211	237	199	153	223	142
"TGFB1I1"	17	24	26	36	19	9	25	33	30	42	47.02273251	58.45305753	28
"TGFB2"	593	534	760	768	522	560	741	730	802	1212	942	1494	712
"TGFB3"	709	444	1384	685	559	424	417	760	1024	679	805	769	462
"LEFTY2"	1	5	5	6	5	5	2	5	1	3	2	1	2
"TGFBI"	59	48	93	103.7499097	113	62	73	104	93	143	141	275	90
"TGFBR1"	910	328	701.984351	908.0347034	754	758	1123.167685	915.0376336	1702	1391.081362	1172	1580	932
"TGM4"	1	2	1	1	1	0	1	1	5	2	0	2	1
"TGFBR2"	547	317	691	575	364	388	478	615	866	844	796	977	498
"TGFBR3"	757	356	608	733	441	493	597	727	871	947	769	1015	648
"TGIF1"	106	57	168	125	61	103	134	91	157	126	159	219	132
"TGM1"	46	56	71	70	15	17	26	58	75	78	32	79	37
"TGM2"	1049.060924	727	693	721.3093946	385	365	705.1030176	969	1393.253524	1348.118734	1497	1857.740016	715
"TGM3"	14	0	3	5	12	2	15	2	7	16	8	12	1
"TH"	6	4	21	33	13	12	1	5	7	13	3	7	6
"THBD"	55	22	38	49	72	25	41	26	87	58	36	61	43
"THBS1"	469	210	480	610	366	304	375	303	838	562	313	854	480
"THBS2"	1164	811	2082	2651	1089	1364	757	1580	1798	1505	1155	1272	1269
"THBS3"	323	491	626	597.5678847	526.0008061	306	390	492	694	518	566	669.6446965	428.4612249
"THBS4"	573	421	705	886	543	387	419	653	736	1000	705	1444	544
"TCHH"	25	16	37	29	19	15	28	22	12	40	56	33	13
"THOP1"	975	876	1344	1755	1274	870	962	959	1125	1244	1497	1929	758
"THPO"	36	33	43	67	60	24	29	19	29	53	49	72	35
"THRA"	5108	4004	7410	9455	5896	4776	4144	5452	6228	7579	6598	8842	4685
"THRB"	3188	2335	4384	6824	3926	3235	2913	3409	2816	3654	3092	6380	2250
"THRSP"	16	13	22	19	12	7	15	23	25	15	14	22	11
"THY1"	6576	4475	10210	17890.83808	9315.998157	5794	4298	8151.993544	5667	6290	6063	12329	4220
"KLF10"	218	105	174	436	191	164	174	138	225	234	188	239	155
"TIA1"	2523	1719	2571	3583	2043.728788	2336.613661	1907	2308	3526	3290.626149	2764	3485.55149	1638
"TIAL1"	2324	1403	3076.079576	3227.838289	2378.097433	2315	2036	2715.076702	3264.167223	3051.055765	2368.434642	3400	1891
"TIAM1"	2916	1976	4493	5931	4144	3454	2961	3450	4020	4588	3774	5414	2146
"TIE1"	201	274	295	273	341	151	144	244	399	501	386	477	348
"TIMP1"	279	82	189	157	107	92	141	116	288	324	228	440	116
"TIMP2"	2290	1754	3005	4441	3476	2638	2495	2808	3747	4299	4076	4430	2172
"TIMP3"	2064	1834	1845	2331	2468	1385	1777	2083	2947	2547	2815	2414	1966
"TIMP4"	134	130	136	155	139	66	99	68	198	115	184	172	113
"NKX2-1"	3	2	4	5	1	2	4	4	3	4	4	10	3
"TJP1"	9292	6337.001222	9800	11672.00555	7486.625899	8621.783784	6916.637584	10032	12567.83838	13419.34026	11377	11229.7227	7239
"TK1"	9	7	19	4	17	13	15	19	22	26	20	20	14
"TK2"	1334.960103	911	1876.9	2094.634762	1582.220474	1425.862014	1278.799353	1456.0142	1802	1871.706823	1762	2321.839342	1076
"TKT"	2503.256971	2081	4620	4505.113026	2792.908742	2562.185835	1803.00692	3743.420682	2783	3721.952559	2944.011934	4564.36702	2440.938625
"ICAM5"	1072	835	1022	2037	1468	830	812	739	943	1312	1278	1913	721
"TLE1"	776	719	958	1278	736	549	688	896	837	812	924	1132	666
"TLE2"	331	492	840	691.7084386	486.8016829	356.0265274	278.8373769	603.9204514	494	666	552	794	613
"TLE3"	705	604	1016	1117	833	560	648	819	857	937	1052	1524	688
"TLE4"	2760.7594	1600.033925	4224.235868	4178.224175	2590.834177	2573.953008	2065	3852.713002	3875.730299	3351.27234	3176.665675	4600.838651	2591.504676
"TLL1"	224	159	304	493	217	203	177	219	318	270	296	364	141
"TLL2"	187	116	308	396	197	198	219	200	267	301	331	411	123
"TLN1"	6095	4266	7661	6374	4733	4687	4111	7868.035336	7889	7541.977654	8088	9003	5674
"SEC62"	5394	3389	5368	10348	6419	5971	5475	5857	6727	7540	5862	9093	3795
"TLR1"	148.5567087	45	166	99	124	125	163	161	202	125	197	233	138
"TLR2"	280	96	181	109	188	113	212	278	587	200	218	358	244
"TLR3"	74	35	47	62	38	61	63	83	104	91	88	143	63
"TLR4"	820.5357143	872.7777778	1273.716418	922	1406.334111	720	804.4634707	1378.656167	1599	1115.611401	1896.001831	1657.607525	1154
"TLR5"	37	42	85	54	26	40	59	106	106	41	61	71	79
"NR2E1"	313	380	567	605	321	295	288	393	425	543	561	506	444
"TSPAN7"	10342	7952	12325.54207	21935	12660	9209	8729	9665.536214	10700	13384	11570	16043.03903	6298
"TSPAN8"	128	56	38	17	23	91	39	96	33	85	77	27	28
"TSPAN6"	239	170	183	325	339	221.8311709	259	178.0205991	371	299	320	303	227
"TSPAN4"	61.81179202	51	81	97	73.01106662	40	64	83	75	109	138	124	73
"GPR137B"	735.0082589	619	856	991	828	647	644	809	934	1125	937	1236	682
"TM7SF2"	356	290	481.5685525	910.5217326	635.4936362	455.0678169	400	540	467.1171299	673	629.9210986	701.7349611	308
"TRAPPC10"	3641	2002	4559	4288	3225	3197	2385	4055	3959	3759	3346	4724	2698
"TMF1"	2158	1321	2550	3326	2301	2275	2234	2394	2768	2937	2452	3735	1447
"TMOD1"	685	620	1028	978	896	581	786	786	798	1041.055222	925	1045	593
"TMPO"	1061	679	1519	1637	969	1140	855	1201	1296	1359	1185	1797	765
"TMSB4X"	1815	828	1668	3099	2043	1889	2307	1716	2313	2232	2165	2765	814
"TMSL3"	3326	1911	3607	4995	3605	3579	4311	3198	4860	4421	4770	5536	1917
"CLDN5"	347	235	433	406	398	206	271	372	462	432	676	790	485
"CLEC3B"	30	75	50.7189825	182	84.27333219	76	93.82413716	53	102	195.8656803	206.897908	117	27
"TNF"	3	1	1	2	2	0	0	2	0	0	6	6	0
"TNNC2"	21	27	21	40	32	25	31	14	22	28	63	43	14
"TNFAIP1"	977	758	1439	1993	1119	943	890	1055	1218.144188	1321	1113	1946	851
"TNFAIP2"	212	249	220	387	309	249.0112882	261	217	330	339	445	328	240
"TNFAIP3"	103	62	124	95	101	78	106	97	140	115	176	158	115
"TNFAIP6"	95	19	72	70	33	60	22	39	80	45	40	45	69
"TNFRSF1A"	369	223	451.038636	342	304.4398891	234	308	425.1881192	712.1873064	894	495.8979898	1175.078162	573
"TNFRSF1B"	180	124	219	154	121	129	138	202	253	317.0111155	305	472.0225292	293
"TNNC1"	2	3	8	12	3	5	3	0	7	6	6	4	5
"TNNI1"	1	0	0	0	0	0	2	5	0	0	0	1	0
"TNNI2"	2	0	2	0	2	0	0	0	2	1	9	8	0
"TNNI3"	0	0	2	7	0	2	0	0	1	2	5	1	1
"TNNT1"	53	62	139	213	143	20	68	57	85	91	139	106	68
"TNNT2"	402	303	583.7547551	423	708.9481005	331	423	305	367	418	320	699	307
"TNNT3"	3	2	13	9	15	3	16	11	11	2	18	17	2
"TNP1"	13	13	12	25	21	21	15	19	24	24	19	25	13
"TNP2"	0	0	0	1	3	0	2	0	0	0	0	0	0
"TNR"	4148	3421	5520	7798	4884	3206	3586	3818	5563	4135	5191	6576	3273
"TNS1"	3994	2680	4350	3375	2731	2656	3133	4520.824923	4253	3968.023591	4759	4100.652813	3381
"TNXB"	615	875	1364	812	816	453	623	776	789	1336	1101	1408	835
"TOP1"	1709	1214.040906	2259	2394	1489.880097	1479	1335	2064.062251	2014.038314	2178.934672	1614	2478.908134	1266
"TOP1P1"	130	100	198	213	145	116	106	187	142	154	157	268	98
"TOP2A"	7	0	3	7	5	3	40	3	9	21	18	21	0
"TOP2B"	9519	5877.040107	10142.91892	16544.06448	11035.81207	10508.64079	8938.619544	8830	11693.56615	12402.7801	9272.867664	14041.08098	5766
"TOP3A"	794	680.0039708	1071	1162.441043	834.0038575	627.0050717	714.0083807	802.4824241	1104.878546	1124.99513	988	1311.864923	569
"TP53"	101	67	143.0094826	153	80	102	80	126	257	295	195	214	113
"TP53BP1"	5458	4056	7353.077875	9725	6163.064487	5068	4788	5718	6319.943396	6687.964912	5592	9379.0154	3719
"TP53BP2"	2400	1947	2483	2751.253975	2414	1777	1897.018799	2031	3322	3364	2950	3474	2193
"TP73"	9	9	20	16	7	5	8	15	15	13	12	16	19
"TPBG"	210	120	265	335	241	180	211	256	193	183	219	382	139
"TPD52"	3622	1945	2965	5248	3483.967623	3377	3455.209416	3244	3230	3798.996965	3011	5179	2009
"TPD52L1"	1419.990597	1094.352199	1933.482522	1723.077994	1348.706055	943.5386195	1153.618199	1753.458755	1923.340419	1628.649564	1792.523585	1391.813259	1343
"TPD52L2"	1294.88802	1147.411676	1762.357661	2121.406845	1276.431045	1138.563083	1018.747556	1437.376075	1481.480514	1665.493559	1659.849533	2092.384766	1081.124445
"TPH1"	44	10	10	41	49.00185181	31	38	5	48	83	35	29	12
"TPI1"	2411.845842	1235	3488.033977	4751.227029	2877.664782	2632	2526.858459	2355.074107	2158.056996	2602.95122	2146.55484	4103.014188	1257
"TPM1"	1279.053705	1029	1700.083343	2224.561687	1854.634616	1329.504587	1226.382902	1327.069586	1487.515337	1846.983045	1615.180945	2459.713284	944.4524817
"TPM2"	200	223	368	312	252	181	215	341	295	350	302	422	313
"TPM3"	2283.183952	1794.181578	2887.975909	4526.814817	2818.83614	2440.085098	2397.928228	2441.259485	2833.60822	3008.966357	2889.9452	4245.807668	1490
"TPM4"	1057	546	982	1301	691	661	686	804.9130435	1032	1180	808	1238	571
"TPMT"	671.9210526	410	697.6244262	852.9053702	640.5814077	635.9692006	691.0659771	663.8855237	648.9464286	754.0910658	466.4893523	999.8515963	404.8704197
"TPO"	12	28	13	21	10	14	14	15	12	9	19	40	11
"TPP2"	2996	1778	3374	3986	3121	2797	2623	2701	3885	3604	3054	4084	1948
"TPR"	7715	5542	8872	10988	7257	7073	6539	7284.275418	9843	9952	8200	10774	4955
"TPSAB1"	7	0	0	1	0	0	1	1	2	3	0	1	0
"TPT1"	7117.629902	4237.96245	9448.447436	9232.533139	5578.802983	6486.815372	6382.605036	9027.042677	8895.613566	8997.787084	6971.034765	8650.166765	4709.856736
"TPTE"	2	2	5	6	2	5	2	4	14	7	13	7	2
"NR2C1"	1329.784361	1118.266706	1471.935693	1504.298555	1372.367464	1034.112518	1029.534464	1104.026153	1898.67278	1880.992164	1497.046027	1738.866736	964.7105679
"NR2C2"	3550.30584	2388	4023.12142	5496.283277	4004.435919	3133.391304	3205.123282	3537	4362.248615	4380.28201	3920	5675.464042	2720
"HSP90B1"	7929	4625	8887	11346	6945	6875	7295	7279	7193	9056	7750	12159	4273
"TRAF1"	290	298	574	498	252	388	240	428	524	425	605	505	356
"TRAF2"	163	163	253	268	160	130	133	271.0677307	187	242	214.8694677	357	196
"TRAF3"	736.2635398	887.2298631	1194.88381	1557.334527	879.4530987	689.0275053	695.1594474	956.5169651	764.0192687	906	933	1485.678405	808
"TRAF5"	202	282	317	467	459	312	279	308	502	366	371	379	239
"TRAF6"	517	423	731	781	486	569	502	585	724	705	553	769	369
"TRH"	5	8	10	22	11	4	12	2	20	16	6	18	3
"TRHR"	2	3	10	11	7	6	1	10	1	5	5	12	11
"CCT3"	3517.841962	2161.164969	6691.14941	7387.920588	3930.014054	3852.921975	3485.219474	5142.564794	4064.841219	4889.95521	3917.957811	7458.834934	2587.034419
"TRIO"	9405	8149	14939.06416	15437.99591	10739.06402	8192	7667.965202	11887.97297	10392.03235	11402.1123	9679.996372	17559.98778	8528
"TRIP6"	237.6382979	216	257.0698827	320	253	218	194	321	516.0070348	438	581.2959136	563.209726	270
"TRO"	1038	845	1560	2050	1691	915	1002	1196	1324	1329.018699	1211	1711	858
"TRPC1"	1509	1016	1691	2623	1651	1619	1337	1259	1991	2322.78778	1750	2480.006551	1057
"TRPC2"	0	2	0	6	0	2	0	11	5	0	8	0	2
"TRPC3"	98	114	143	359	172	170	134.8571429	85	210	189	163	192	94
"TRPC4"	122	128	192	321	175	157	141	165	219	211	170	337	120
"TRPC5"	466	297	574	941	562	514	570	511	438	591	427	769	268
"TRPC6"	83	92	113	238	185	86	127	117	154	133	113.0007326	196	97
"TRPM2"	1204	1459	1970	2243	1574	827	920	1714	1878	1915.047908	1903	2354	1749
"TRPS1"	2382	1653.363481	2573.521739	3157.001491	2022	2025.766234	1708	2540	2877.001202	2644	2841.501192	3401.00217	2349
"TSN"	1446.716791	838.1514625	1494.607975	2508.015312	1701.081222	1454.286099	1365.958368	1329.160597	1671.758948	1877.129636	1715.274506	2275.325984	868
"TSC1"	4405.06667	3422.045709	5796.23339	7224.971831	4270.55771	3874	3875.130109	4529.986486	5089.964724	4838.97816	4994.821717	7031.823301	3200.938591
"TSC2"	2523	2716	4228.222532	4464.914616	3412.761872	2299.101169	2225.073419	3190.948718	3445	3552.120956	3881.044537	4338.91322	2704
